title,release_year,release_month,release_day,budget_$,domestic_box_office_$,worldwide_box_office_$
The Lighthouse,2019,Oct,18,4000000,10867104,18333211
The Darkness,2005,Mar,18,4000000,10753574,10904495
Scoop,2006,Jul,28,4000000,10525717,40103262
The Wash,2001,Nov,14,4000000,10097096,10097096
3 Strikes,2000,Mar,1,4000000,9821335,9821335
The Visitor,2008,Apr,11,4000000,9427026,19174817
Traffik,2018,Apr,20,4000000,9186156,9561231
The Cooler,2003,Nov,26,4000000,8291572,11131455
The Misfits,1961,Feb,1,4000000,8200000,8200000
The Night Listener,2006,Aug,4,4000000,7836393,10770993
The Jerky Boys,1995,Feb,3,4000000,7555256,7555256
El orfanato,2007,Dec,28,4000000,7159147,79250193
Bug,2007,May,25,4000000,7006708,8302995
The Rules of Attraction,2002,Oct,11,4000000,6525762,11799060
Topaz,1969,Dec,19,4000000,6000000,6000000
Let's Go to Prison,2006,Nov,17,4000000,4630045,4630045
Four Rooms,1995,Dec,25,4000000,4301000,4301000
Secretary,2002,Sep,20,4000000,4046737,9412015
The Real Cancun,2003,Apr,25,4000000,3816594,4188034
Talk Radio,1988,Dec,1,4000000,3468572,3468572
Waiting for Guffman,1997,Jan,31,4000000,2922988,2922988
Love Stinks,1999,Sep,10,4000000,2793776,2793776
Samsara,2012,Aug,23,4000000,2672413,5966671
You Kill Me,2007,Jun,22,4000000,2426851,3858964
Cafarnaúm,2018,Oct,19,4000000,1660708,65233793
The Art of Getting By,2011,Jun,17,4000000,1430241,1989035
Thumbsucker,2005,Sep,16,4000000,1328679,1919197
Red State,2011,Sep,23,4000000,1065429,1983596
MirrorMask,2005,Sep,30,4000000,864959,973613
The Barbarians,0,,,4000000,800000,800000
Holy Motors,2012,Jul,11,4000000,641054,4230426
The Signal,2014,Jun,13,4000000,600896,2665322
Poolhall Junkies,2003,Feb,28,4000000,563711,563711
The Loss of Sexual Innocence,1999,May,28,4000000,399793,399793
The Face of Love,2013,Oct,25,4000000,385069,1158877
Joe,2014,Apr,11,4000000,373375,373375
Prison,1988,Mar,4,4000000,354704,354704
Shooting Fish,1998,May,1,4000000,302204,302204
Adoration,2009,May,8,4000000,294244,384244
Psycho Beach Party,2000,Aug,4,4000000,267972,267972
The Big Tease,2000,Jan,28,4000000,185577,185577
Polina danser sa vie,2016,Nov,18,4000000,165203,953314
Desert Dancer,2014,Jul,3,4000000,155271,596335
"Guten Tag, Ramon",2014,Aug,21,4000000,154356,4854356
Mondays in the Sun,2003,Jul,25,4000000,146402,146402
Manglehorn,2015,Jun,5,4000000,132270,797439
Tau ming chong,2010,Apr,2,4000000,129078,38899792
Trust,2011,Apr,1,4000000,120016,120016
Sweet Country,2017,Oct,13,4000000,85556,2291545
An Everlasting Piece,2000,Dec,22,4000000,75078,75078
Among Giants,1999,Mar,26,4000000,64359,64359
The Velocity of Gary,1999,Jul,16,4000000,34145,34145
Stake Land,2011,Apr,22,4000000,33245,679482
Praia do Futuro,2014,May,15,4000000,20620,760678
Sonny,2002,Dec,27,4000000,17639,17639
The Last Time I Committed Suicide,1997,Jun,20,4000000,12836,12836
13 Sins,2014,Apr,18,4000000,9134,47552
Another Happy Day,2011,Nov,18,4000000,9120,978527
Inescapable,2013,Feb,22,4000000,4327,4327
Gone with the Wind,1939,Dec,15,3900000,198680470,390525192
A Man for All Seasons,1966,Dec,12,3900000,28350000,28350000
Ben-Hur: A Tale of the Christ,1925,Dec,30,3900000,9000000,9000000
Network,0,,,3800000,23689877,23689877
Down for Life,2011,Jan,14,3800000,41914,41914
The Good Heart,2010,Apr,30,3800000,20930,340930
Major Dundee,1965,Apr,7,3800000,14873,14873
Hevi reissu,2018,Oct,5,3800000,10153,21976
Annie Get Your Gun,1950,May,17,3768785,8000000,8000000
L’attentat,2013,Jun,21,3750000,1625707,3237975
Casa de Areia,2006,Aug,11,3750000,539285,1178175
Four Lions,2010,Nov,5,3750000,310007,8607693
Slow West,2015,May,15,3750000,229094,2089072
Defendor,2010,Feb,19,3750000,44462,44462
The Ballad of Cable Hogue,1970,May,13,3716946,3500000,5000000
The Pirate,1948,May,20,3700000,2956000,2956000
The History Boys,2006,Nov,21,3700000,2730296,13447998
Unknown,2006,Nov,3,3700000,26403,3355048
Midnight Cowboy,1969,May,25,3600000,44785053,44796329
Billy: The Early Years of Billy Graham,2008,Oct,10,3600000,320896,320896
Crown Vic,2019,Nov,8,3600000,3868,3868
Airplane!,1980,Jul,4,3500000,83453539,83453539
M*A*S*H,1970,Jan,1,3500000,81600000,81600000
The Full Monty,1997,Aug,13,3500000,45950122,261249383
Truth or Dare,2018,Apr,12,3500000,41411015,95292744
Menace II Society,1993,May,26,3500000,27731527,27731527
Friday,1995,Apr,26,3500000,27467564,27936778
The Witch,2016,Feb,19,3500000,25138705,40438974
Winchester,2018,Feb,2,3500000,25091816,45960255
Call Me by Your Name,2017,Oct,27,3500000,18065180,41797509
Empire,2002,Dec,6,3500000,17504595,18495444
Dark Skies,2013,Feb,21,3500000,17418667,27704111
Forever My Girl,2018,Jan,19,3500000,16376066,16376066
Creepshow 2,1987,May,1,3500000,14000000,14000000
In Cold Blood,1967,Dec,14,3500000,13000000,13007551
The Nun's Story,1959,Jul,18,3500000,12800000,12800000
Frenzy,1972,Jun,21,3500000,12600000,12600000
Harper,1966,Feb,23,3500000,12000000,12000000
I Got the Hook-Up!,1998,May,27,3500000,10317779,10317779
She's the One,1996,Aug,23,3500000,9482579,13795053
Terror Train,0,,,3500000,8000000,8000000
Gods and Monsters,1998,Nov,6,3500000,6451628,6451628
El secreto de sus ojos,2010,Apr,16,3500000,6391436,40527719
Evil Dead II,1987,Mar,13,3500000,5923044,5927556
Day of the Dead,1985,Jun,30,3500000,5804262,34004262
First Reformed,2018,May,18,3500000,3448256,3988612
Pootie Tang,2001,Jun,29,3500000,3293258,3293258
Honey Boy,2019,Nov,7,3500000,3012615,3415542
The House Next Door: Meet the Blacks 2,2021,Jun,11,3500000,2893660,2893660
Believe,2016,Dec,2,3500000,890303,890303
La otra conquista,2000,Apr,19,3500000,886410,886410
American Honey,2016,Sep,30,3500000,663247,2611750
The Bronze,2016,Mar,18,3500000,615816,615816
Trolljegeren,2011,Jun,10,3500000,253444,5706638
Ira and Abby,2007,Sep,14,3500000,221096,221096
The Masked Saint,2016,Jan,8,3500000,182695,182695
Winter Passing,2006,Feb,17,3500000,107492,113783
D.E.B.S.,2005,Mar,25,3500000,96793,96793
Time to Choose,2016,Jun,3,3500000,29233,29233
Surveillance,2009,Jun,26,3500000,27349,1396395
Taxman,1999,Sep,17,3500000,9871,9871
Jagten,2012,Oct,25,3450000,687185,18309793
La marche de l'empereur,2005,Jun,24,3400000,77437223,133276359
High Anxiety,1977,Dec,23,3400000,31063038,31063038
Margin Call,2011,Oct,5,3400000,5353586,20433227
Choke,2008,Sep,26,3400000,2926565,4124277
L'incomparable mademoiselle C.,2004,Apr,23,3400000,493905,493905
La Tourneuse de Pages,2007,Mar,23,3400000,208691,11182908
August,2008,Jul,11,3400000,12636,12636
Whiplash,2014,Oct,10,3300000,13092006,39111464
Bella,2007,Oct,26,3300000,8093373,12405473
Cidade de Deus,2003,Jan,3,3300000,7563397,32059295
Human Traffic,2000,May,5,3300000,104257,5422740
The Dead Girl,2006,Dec,29,3300000,19875,19875
A Christmas Story,1983,Nov,18,3250000,20640209,20640209
Class of 1984,1982,Aug,20,3250000,6965361,6965361
Entre les murs,2009,Jan,30,3250000,3766810,34114067
Dreaming of Joseph Lees,1999,Oct,29,3250000,7680,7680
Rosemary's Baby,1968,Jun,12,3200000,33395426,33396740
Sorry to Bother You,2018,Jul,6,3200000,17493096,18285560
The Man Who Shot Liberty Valance,1962,Apr,22,3200000,8000000,8000000
Maria Full of Grace,2004,Jul,16,3200000,6529624,14441158
Beginners,2011,Jun,3,3200000,5790894,14314407
The Meddler,2016,Apr,22,3200000,4267219,5526942
Adam,2009,Jul,29,3200000,2283291,2834485
Feast,2006,Sep,22,3200000,56131,690872
It’s a Wonderful Life,1946,Dec,20,3180000,6644000,10822901
Trainspotting,1996,May,16,3100000,16501785,71548935
National Lampoon's Animal House,1978,Jul,28,3000000,141600000,141600000
Paranormal Activity 2,2010,Oct,20,3000000,84752907,177512032
War Room,2015,Aug,27,3000000,67790117,73986904
The Purge,2013,Jun,7,3000000,64473115,91266581
Goldfinger,1964,Dec,22,3000000,51100000,124900000
Sinister,2012,Oct,5,3000000,48086903,87727807
The Original Kings of Comedy,2000,Aug,18,3000000,38168022,38236338
The Bridge on the River Kwai,1957,Dec,18,3000000,33300000,33300000
Coming Home,0,,,3000000,32653000,32653000
Serpico,1973,Dec,5,3000000,27274150,27274150
Waking Ned Devine,1998,Nov,20,3000000,24793251,55193251
Air Bud,1997,Aug,1,3000000,24646936,27788649
Bowling for Columbine,2002,Oct,11,3000000,21576018,58240487
A Nightmare on Elm Street Part 2: Freddy’s Reve…,1985,Nov,1,3000000,21163999,21163999
A Room with a View,1986,Mar,7,3000000,20966644,21042017
Love and Death,1975,Jun,10,3000000,20123742,20123742
Friday the 13th Part VI: Jason Lives,1986,Aug,1,3000000,19472057,19472057
Martin Lawrence Live: RunTelDat,2002,Aug,2,3000000,19184820,19184820
The Apartment,1960,Jun,15,3000000,18600000,24600000
The Farewell,2019,Jul,12,3000000,17700478,22500687
Cat on a Hot Tin Roof,1958,Sep,20,3000000,17570324,17570324
Beneath the Planet of the Apes,1970,May,26,3000000,17489009,17489009
Pokemon 3: The Movie,2001,Apr,6,3000000,17052128,68452128
Jason Goes to Hell: The Final Friday,1993,Aug,13,3000000,15935068,15935068
Spaced Invaders,1990,Apr,27,3000000,15000000,15000000
The Case for Christ,2017,Apr,7,3000000,14678714,17966760
Family Plot,1976,Apr,9,3000000,13200000,13200000
Torn Curtain,1966,Jul,16,3000000,13000000,13000000
Upgrade,2018,Jun,1,3000000,11977130,16976561
Dave Chappelle's Block Party,2006,Mar,3,3000000,11718595,12051924
Krush Groove,1985,Oct,25,3000000,11052713,11052713
Impractical Jokers: The Movie,2020,Feb,21,3000000,10466091,10466091
Elmer Gantry,1960,Jul,7,3000000,10400000,10400000
Next Day Air,2009,May,8,3000000,10027047,10172519
Judgment at Nuremberg,1961,Dec,19,3000000,10000000,10000000
Belly,1998,Nov,4,3000000,9639390,9639390
Trippin’,1999,May,12,3000000,9017070,9017070
Red River,1948,Aug,26,3000000,9012000,9012000
The Deep End,2001,Aug,8,3000000,8823109,9981635
Before Midnight,2013,May,22,3000000,8110621,23241189
Teen Wolf Too,1987,Nov,20,3000000,7888000,7888000
The Collector,2009,Jul,31,3000000,7712114,10473836
Phantasm II,1988,Jul,8,3000000,7282851,7282851
Let There Be Light,2017,Oct,27,3000000,7233471,7241309
Phat Girlz,2006,Apr,7,3000000,7061128,7301115
Woman Thou Art Loosed,2004,Oct,1,3000000,6879730,6879730
Real Women Have Curves,2002,Oct,18,3000000,5853194,7777790
Gallipoli,1981,Aug,13,3000000,5732587,5732587
Water,2006,Apr,28,3000000,5529144,11322573
The Last Black Man in San Francisco,2019,Jun,7,3000000,4515719,4638314
Don’t Think Twice,2016,Jul,22,3000000,4417983,4417983
Swiss Army Man,2016,Jun,24,3000000,4210454,5837111
East is East,2000,Apr,14,3000000,4170647,30438635
Whipped,2000,Sep,1,3000000,4142507,4142507
Kama Sutra,1997,Feb,28,3000000,4109095,4109095
Frances Ha,2013,May,17,3000000,4067398,11218621
Please Give,2010,Apr,30,3000000,4033574,4566662
Willy Wonka & the Chocolate Factory,1971,Jun,30,3000000,4000000,4036829
Warlock: The Armageddon,1993,Sep,24,3000000,3902679,3902679
8 Heads in a Duffel Bag,1997,Apr,18,3000000,3602884,4002884
Days of Heaven,1978,Sep,13,3000000,3446749,3660880
Thirteen Conversations About One Thing,2002,May,24,3000000,3287435,3705923
Compadres,2016,Mar,31,3000000,3127773,7445044
Jawbreaker,1999,Feb,19,3000000,3076820,3076820
Basquiat,1996,Aug,9,3000000,2962051,2962051
Tsotsi,2006,Feb,24,3000000,2912606,11537539
Letters to God,2010,Apr,9,3000000,2848587,3237452
Happiness,1998,Oct,16,3000000,2746453,5746453
I'm in Love with a Church Girl,2013,Oct,18,3000000,2387730,2503392
DysFunkTional Family,2003,Apr,4,3000000,2255000,2255000
Tusk,2014,Sep,19,3000000,1821983,1887554
The Wall,2017,May,12,3000000,1803064,4495262
Elephant,2003,Oct,24,3000000,1266955,10051516
Damsels in Distress,2012,Apr,6,3000000,1007535,1324299
Oldboy,2003,Nov,21,3000000,707391,6226386
Hobo with a Shotgun,2011,May,6,3000000,703372,834953
The D Train,2015,May,8,3000000,669688,772366
Creature,2011,Sep,9,3000000,508714,533235
Bachelorette,2012,Sep,6,3000000,446770,12577401
Fish Tank,2010,Jan,15,3000000,374675,5922292
Everybody Wants to Be Italian,2008,Sep,5,3000000,351416,351416
The Bounce Back,2016,Dec,9,3000000,321910,421404
Freeway,1996,Aug,23,3000000,295493,295493
Love's Abiding Joy,2006,Oct,6,3000000,252726,252726
Dead Alive,1993,Feb,12,3000000,242623,242623
Chain Letter,2010,Oct,1,3000000,205842,1022453
Tim and Eric's Billion Dollar Movie,2012,Mar,2,3000000,201436,223652
Holly,2007,Nov,9,3000000,163069,163069
Hard Eight,1997,Feb,28,3000000,142356,142356
The Eclipse,2010,Mar,26,3000000,133411,133411
The Grand,2008,Mar,21,3000000,115879,115879
Sommersturm,2006,Mar,17,3000000,95204,95204
Fort McCoy,2014,Aug,15,3000000,78948,78948
The Gambler,1999,Aug,4,3000000,51773,101773
Just Looking,2000,Oct,13,3000000,39852,39852
Before We Go,2015,Sep,4,3000000,37151,483938
The Divide,2012,Jan,13,3000000,18000,156362
Tanner Hall,2011,Sep,9,3000000,5073,5073
My Big Fat Independent Movie,2005,Sep,30,3000000,4655,4655
The Harvey Girls,1946,Jan,18,2931000,4100000,4100000
Cinderella,1950,Feb,15,2900000,85000000,263591415
Central do Brasil,1998,Nov,20,2900000,5969553,17006158
Pocketful of Miracles,1961,Dec,19,2900000,5000000,5000000
Boynton Beach Club,2006,Mar,24,2900000,3127472,3127472
Freakonomics,2010,Oct,1,2900000,101270,172867
Griff the Invisible,2011,Aug,19,2900000,20778,25935
Some Like it Hot,1959,Mar,29,2883848,25000000,25035267
High Tension,2005,Jun,10,2850000,3681066,6435262
Young Frankenstein,1974,Dec,15,2800000,86300000,86300489
The Omen,1976,Jun,25,2800000,48570885,48577431
Hustle & Flow,2005,Jul,22,2800000,22202809,23591783
Friday the 13th Part VII: The New Blood,1988,May,13,2800000,19170001,19170001
Midnight Sun,2018,Mar,22,2800000,9561064,26952508
Phoenix Forgotten,2017,Apr,21,2800000,3600146,3697729
Artie Lange's Beer League,2006,Sep,15,2800000,475000,475000
The Wizard of Oz,1939,Aug,25,2777000,34685891,34949482
Diary of the Dead,2008,Feb,15,2750000,952620,5394447
Deux,2020,Feb,14,2750000,5495,558050
The Black Stallion,1979,Oct,17,2700000,37799643,37799643
Ulee's Gold,1997,Jun,13,2700000,9054736,15600000
Indivisible,2018,Oct,26,2700000,3511417,3589633
Lage Raho Munna Bhai,2006,Sep,1,2700000,2217561,31517561
Le fils de l’autre,2012,Apr,11,2700000,1220807,5969923
Donovan's Reef,1963,Jun,12,2686000,6600000,6600000
The Dress,1998,Jan,16,2650000,16556,16556
A Guy Named Joe,1943,Dec,24,2627000,5363000,5363000
Blazing Saddles,1974,Feb,7,2600000,119500000,119500000
Friday the 13th Part IV: The Final Chapter,1984,Apr,13,2600000,32980880,32980880
Ida,2014,Mar,28,2600000,3827060,15298355
Maurice,0,,,2600000,3147950,3305831
Riding Giants,2004,Jul,9,2600000,2276368,3292333
Los Cronocrímenes,2008,Dec,12,2600000,39127,564474
Singin' in the Rain,1952,Apr,10,2540000,7200000,7235585
Bonnie and Clyde,1967,Aug,13,2500000,50700000,50700000
A Haunted House,2013,Jan,11,2500000,40041683,59922558
2016: Obama’s America,2012,Jul,13,2500000,33349941,33349941
Kevin Hart: Let Me Explain,2013,Jul,3,2500000,32244051,32327255
Garden State,2004,Jul,28,2500000,26782316,36028802
That Thing You Do!,1996,Oct,4,2500000,25857416,34557416
Halloween II,1981,Oct,30,2500000,25533818,25533818
Halloween 3: Season of the Witch,1982,Oct,22,2500000,14400000,14400000
Religulous,2008,Oct,1,2500000,13011160,13881317
Escape from the Planet of the Apes,0,,,2500000,12300000,12300000
Hud,1963,May,29,2500000,10000000,10000000
The Spectacular Now,2013,Aug,2,2500000,6852971,6916951
My Own Private Idaho,1991,Sep,29,2500000,6401336,6402593
Before Sunrise,1995,Jan,27,2500000,5274005,5691852
Hunt for the Wilderpeople,2016,Apr,1,2500000,5205471,23900842
Robot & Frank,2012,Aug,17,2500000,3317468,4934356
Sur Le Seuil,2003,Oct,3,2500000,2013052,2013052
Jesus' Son,2000,Jun,16,2500000,1282084,1687548
Saving Face,2005,May,27,2500000,1187266,1269705
Brick Lane,2008,Jun,20,2500000,1094998,3838486
The Lost Medallion: The Adventures of Billy Stone,2013,Mar,1,2500000,549632,549632
My Life Without Me,2003,Sep,26,2500000,432360,12267275
Marilyn Hotchkiss' Ballroom Dancing and Charm S…,2006,Mar,31,2500000,349132,497195
Super,2011,Apr,1,2500000,327716,593933
Fuel,2008,Nov,14,2500000,174255,174255
Valley of the Hearts Delight,2010,Apr,9,2500000,118666,118666
The Other End of the Line,2008,Oct,31,2500000,115504,507446
8: The Mormon Proposition,2010,Jun,18,2500000,100280,100280
Sleep Dealer,2009,Apr,17,2500000,80136,108907
Eye of the Dolphin,2007,Aug,24,2500000,72210,72260
Underdogs,2013,Aug,16,2500000,35017,1392649
Anatomie,2000,Sep,8,2500000,9598,9598
Go For It!,2011,May,13,2450000,180237,182358
Get on the Bus,1996,Oct,16,2400000,5691854,5691854
Thr3e,2007,Jan,5,2400000,1008849,1420418
Idiocracy,2006,Sep,1,2400000,444093,500296
This is England,2007,Jul,25,2380000,327919,8739576
Bathing Beauty,1944,Jun,27,2361000,3500000,3500000
Do You Believe?,2015,Mar,20,2300000,12985600,14628921
Show Boat,1951,Jul,17,2300000,11000000,11000000
Profile,2021,May,14,2300000,1744740,1838205
"Dancer, Texas Pop. 81",1998,May,1,2300000,574838,574838
Frontera,2014,Sep,5,2300000,59696,59696
Redemption Road,2011,Aug,26,2300000,29384,29384
The Toxic Avenger Part II,1989,Feb,24,2300000,28950,28950
Pinocchio,1940,Feb,9,2289247,84300000,84300000
Fantasia,1940,Nov,13,2280000,83320000,83320832
Friday the 13th Part 3,1982,Aug,13,2250000,36690067,36690067
The French Connection,1971,Oct,9,2200000,41158757,41159423
Friday the 13th Part V: A New Beginning,1985,Mar,22,2200000,21930418,21930418
The Last Sin Eater,2007,Feb,9,2200000,388390,388390
The Valley of Decision,1945,May,3,2160000,9132000,9132000
The Best Years of Our Lives,1946,Nov,21,2100000,23600000,23600000
Bully,2001,Jul,13,2100000,881824,1381824
Elling,2002,May,29,2100000,313436,399037
Mi America,2016,Oct,16,2100000,3330,3330
Jackass: The Movie,2002,Oct,25,2000000,64282312,79282312
Courageous,2011,Sep,30,2000000,34522221,35185884
From Russia With Love,1964,Apr,8,2000000,24800000,78900000
Mad Max 2: The Road Warrior,1981,Dec,24,2000000,24600832,24601294
Notorious,1946,Aug,15,2000000,24464742,24492698
In the Heat of the Night,1967,Aug,2,2000000,24379978,24407647
Sleeper,1973,Dec,17,2000000,18344729,18344729
Everything You Always Wanted to Know,1972,Aug,11,2000000,18016290,18016290
It Follows,2015,Feb,6,2000000,14674077,23236296
Eighth Grade,2018,Jul,13,2000000,13539710,14348020
To Kill A Mockingbird,1962,Dec,25,2000000,13129846,13129846
Silent House,2012,Mar,9,2000000,12739737,16610760
Boys Don't Cry,1999,Oct,8,2000000,11540607,20741000
Das Leben der Anderen,2007,Feb,9,2000000,11284657,81197047
Hardcore Henry,2016,Apr,7,2000000,9252038,17187434
Lolita,1962,Jun,13,2000000,9250000,9250000
Boom Town,1940,Aug,30,2000000,9172000,9172000
Gentleman's Agreement,1947,Nov,11,2000000,7800000,7800000
The Hustler,1961,Sep,25,2000000,7600000,7600000
Witchboard,1986,Dec,31,2000000,7369373,7369373
Les Triplettes de Belleville,2003,Nov,26,2000000,7301288,17400005
Smoke Signals,1998,Jun,26,2000000,6719300,7756617
Winter\'s Bone,2010,Jun,11,2000000,6531503,16131551
Meet the Mormons,2014,Oct,10,2000000,6047363,6049171
American Splendor,2003,Aug,15,2000000,6003587,8685632
The Florida Project,2017,Oct,6,2000000,5904366,11295324
All Saints,2017,Aug,23,2000000,5802208,5943984
Before Sunset,2004,Jul,2,2000000,5792822,11217346
Amores Perros,2001,Mar,30,2000000,5383834,20883834
The Company You Keep,2012,Dec,20,2000000,5132442,21087760
Thirteen,2003,Aug,20,2000000,4601043,9505996
Touching the Void,2003,Dec,12,2000000,4593598,15396525
Inside Job,2010,Oct,8,2000000,4311834,7799257
Alexander's Ragtime Band,1938,May,24,2000000,4000000,4000000
Me and You and Everyone We Know,2005,Jun,17,2000000,3885134,9615464
We Are Your Friends,2015,Aug,26,2000000,3591417,10153415
Harsh Times,2006,Nov,10,2000000,3337931,6225304
Ghost Dog: The Way of the Samurai,2000,Mar,3,2000000,3330230,10672492
Minari,2020,Dec,11,2000000,2964816,15524032
Captive,2015,Sep,17,2000000,2583301,2791973
Full Frontal,2002,Aug,2,2000000,2512846,3438804
Hearts Beat Loud,2018,Jun,8,2000000,2386254,2469510
The Resurrection of Gavin Stone,2017,Jan,20,2000000,2303792,2303792
Waltz with Bashir,2008,Dec,25,2000000,2283849,13912289
Strangers with Candy,2006,Jun,28,2000000,2072645,2077844
